id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai
198,Green Mango Salad,/foodImages/green_mango_salad.jpeg,/models/green_mango_salad.glb,7,"{'LKR': 150.0, 'USD': 0.5}",Tangy mango salad with chili,4.6,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",80,1,15,2,Spicy,Medium,"green mango, chili, lime",1 portion,"['thai', 'salad', 'tangy']",150.0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,False,False,True
199,Cucumber Salad,/foodImages/cucumber_salad.jpeg,/models/cucumber_salad.glb,7,"{'LKR': 120.0, 'USD': 0.4}",Cucumber with sesame dressing,4.5,Chinese,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",60,1,5,4,Savory,Mild,"cucumber, sesame oil, vinegar",1 portion,"['chinese', 'salad', 'refreshing']",120.0,0.4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
200,Kiri Hodi,/foodImages/kiri_hodi.jpeg,/models/kiri_hodi.glb,7,"{'LKR': 120.0, 'USD': 0.4}",Mild coconut milk curry,4.5,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",100,1,5,8,Creamy,Mild,"coconut milk, turmeric, onion",1 portion,"['sri lankan', 'curry', 'vegetarian']",120.0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
201,Chutney,/foodImages/chutney.jpeg,/models/chutney.glb,7,"{'LKR': 80.0, 'USD': 0.26666666666666666}",Sweet and spicy mango chutney,4.6,Indian,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",60,0,15,0,Sweet-Spicy,Medium,"mango, sugar, chili",1 portion,"['indian', 'condiment', 'sweet']",80.0,0.26666666666666666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,False,False,False,True,False,False,False
202,Baked Beans,/foodImages/baked_beans.jpeg,/models/baked_beans.glb,7,"{'LKR': 150.0, 'USD': 0.5}",Sweet and savory baked beans,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],200,6,35,2,Sweet-Savory,Mild,"beans, tomato sauce, sugar",1 portion,"['american', 'beans', 'hearty']",150.0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,True,False,False,False,False,False,False
203,Polenta Fries,/foodImages/polenta_fries.jpeg,/models/polenta_fries.glb,7,"{'LKR': 180.0, 'USD': 0.6}",Crispy cornmeal fries,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,3,30,8,Savory,Mild,"polenta, oil, salt",1 portion,"['italian', 'fries', 'vegetarian']",180.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
204,Tofu Salad,/foodImages/tofu_salad.jpeg,/models/tofu_salad.glb,7,"{'LKR': 150.0, 'USD': 0.5}",Tofu with sesame and greens,4.5,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",120,6,5,8,Savory,Mild,"tofu, sesame oil, greens",1 portion,"['thai', 'salad', 'vegetarian']",150.0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
205,Bok Choy,/foodImages/bok_choy.jpeg,/models/bok_choy.glb,7,"{'LKR': 120.0, 'USD': 0.4}",Stir-fried bok choy with garlic,4.5,Chinese,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",80,2,5,5,Savory,Mild,"bok choy, garlic, soy sauce",1 portion,"['chinese', 'greens', 'vegetarian']",120.0,0.4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
206,Dhal Fry,/foodImages/dhal_fry.jpeg,/models/dhal_fry.glb,7,"{'LKR': 120.0, 'USD': 0.4}",Spiced lentil side dish,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",150,6,20,5,Savory,Medium,"lentils, spices, onion",1 portion,"['indian', 'lentils', 'vegetarian']",120.0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,True,False,False,False
207,Corn on the Cob,/foodImages/corn_on_the_cob.jpeg,/models/corn_on_the_cob.glb,7,"{'LKR': 100.0, 'USD': 0.3333333333333333}",Grilled corn with butter,4.5,American,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",150,3,20,7,Savory,Mild,"corn, butter, salt",1 piece,"['american', 'corn', 'vegetarian']",100.0,0.3333333333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
208,Sauteed Spinach,/foodImages/sauteed_spinach.jpeg,/models/sauteed_spinach.glb,7,"{'LKR': 120.0, 'USD': 0.4}",Spinach with garlic and olive oil,4.5,Italian,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",80,2,5,6,Savory,Mild,"spinach, garlic, olive oil",1 portion,"['italian', 'greens', 'vegetarian']",120.0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
209,Fried Okra,/foodImages/fried_okra.jpeg,/models/fried_okra.glb,7,"{'LKR': 150.0, 'USD': 0.5}",Crispy fried okra with spices,4.6,American,Quick (under 15 min),In Stock,['Vegetarian'],200,3,20,12,Savory,Mild,"okra, cornmeal, oil",1 portion,"['american', 'fried', 'vegetarian']",150.0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
210,Eggplant Stir-fry,/foodImages/eggplant_stir_fry.jpeg,/models/eggplant_stir_fry.glb,7,"{'LKR': 120.0, 'USD': 0.4}",Eggplant with soy and garlic,4.5,Chinese,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",100,2,10,6,Savory,Mild,"eggplant, soy sauce, garlic",1 portion,"['chinese', 'stir-fry', 'vegetarian']",120.0,0.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
